stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.14750000000000002,0.1625,0.33499999999999996,0.275,0.075,0.05
varianza,0.0006513157894736842,0.0004934210526315793,0.0008157894736842105,0.0009210526315789469,0.0006578947368421052,0.0
