stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.05738235568611945,0.013431342057856469,0.002961404441721627,0.002961404441721627,0.00048664393293549306,0.0007293623795374347
varianza,4.6551822475101435e-05,8.192502711833259e-06,1.3829946717064544e-05,1.3829946717064544e-05,2.2437126679395375e-06,3.173289218671757e-06
