stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.10868263473053892,0.1404191616766467,0.17395209580838325,0.1715568862275449,0.09491017964071856,0.005988023952095809
varianza,8.78482555846391e-05,1.6890266111332283e-05,2.0664627253529534e-05,1.990975502509012e-05,1.2361032740695731e-05,0.0
