stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.11144578313253013,0.14578313253012049,0.19819277108433736,0.19698795180722892,0.08795180722891566,0.012048192771084338
varianza,0.00012032912881710738,7.487145793064456e-05,8.365739432046505e-05,8.060141644574486e-05,3.208776768456202e-05,0.0
