stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.06287314534450404,0.013780965806614049,0.0058278313046767,0.0034141083317763125,0.0009523809523809525,0.0009523809523809525
varianza,8.481613778490945e-05,3.51600865218429e-05,4.351508405400733e-05,3.23532434800901e-05,8.592910848549947e-06,8.592910848549947e-06
