stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.06199095122999032,0.012425417491411279,0.008154591267945304,0.009133332764543945,0.0,0.001980392156862745
varianza,0.0003160755569282529,0.00010859439331332344,0.0001898696343497463,0.00010757261599727328,0.0,3.715939213662761e-05
