stats,firstfit,firstfitdecreasing,MBS,MBS',MBS samipling,VNS
media,0.052298090963001455,0.01211464883863295,0.0019852702126259138,0.0019852702126259138,0.00012165450121654502,0.00024330900243309004
varianza,9.026227982643407e-06,5.59518009011169e-06,3.5310023285136244e-06,3.5310023285136244e-06,2.959963533249271e-07,1.1839854132997084e-06
